Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,83.83000183105469,82.58000183105469,83.79000091552734,82.68000030517578,1592600.0,68.54375457763672
2014-01-03,83.72000122070312,82.22000122070312,82.62999725341797,83.27999877929688,1576200.0,69.04119110107422
2014-01-06,84.12999725341797,82.80000305175781,83.47000122070312,82.88999938964844,1889000.0,68.71784973144531
2014-01-07,86.1500015258789,83.04000091552734,83.41000366210938,85.6500015258789,2360800.0,71.00597381591797
2014-01-08,87.8499984741211,85.8499984741211,85.97000122070312,86.41000366210938,3888700.0,71.63602447509766
2014-01-09,87.1500015258789,84.75,86.87000274658203,84.91999816894531,2300200.0,70.40076446533203
2014-01-10,85.98999786376953,85.01000213623047,85.30000305175781,85.45999908447266,2001500.0,70.84845733642578
2014-01-13,86.69999694824219,84.29000091552734,85.37000274658203,84.61000061035156,1921500.0,70.14376068115234
2014-01-14,87.97000122070312,84.72000122070312,84.72000122070312,87.88999938964844,1990300.0,72.86299896240234
2014-01-15,89.19999694824219,87.55000305175781,88.69999694824219,88.9800033569336,1833900.0,73.76664733886719
2014-01-16,90.04000091552734,88.4800033569336,89.38999938964844,88.94999694824219,2826000.0,73.74175262451172
2014-01-17,89.06999969482422,87.8499984741211,88.47000122070312,88.81999969482422,2933900.0,73.63396453857422
2014-01-21,90.44000244140625,87.83000183105469,90.0,88.86000061035156,3057700.0,73.6671371459961
2014-01-22,89.29000091552734,87.91000366210938,88.47000122070312,88.08000183105469,2538800.0,73.0204849243164
2014-01-23,88.61000061035156,84.55000305175781,86.87000274658203,87.05000305175781,4335500.0,72.16661834716797
2014-01-24,87.37999725341797,84.98999786376953,86.08000183105469,85.0,2560800.0,70.46709442138672
2014-01-27,85.91999816894531,84.5,85.0,84.58999633789062,2286500.0,70.12720489501953
2014-01-28,84.58999633789062,82.52999877929688,83.66999816894531,83.37000274658203,4462500.0,69.11579895019531
2014-01-29,84.9800033569336,82.70999908447266,82.94999694824219,84.19999694824219,2523100.0,69.80387878417969
2014-01-30,87.1500015258789,84.58000183105469,84.87000274658203,86.94000244140625,2931500.0,72.07540130615234
2014-01-31,86.93000030517578,85.36000061035156,85.47000122070312,86.16999816894531,2045600.0,71.43705749511719
2014-02-03,86.63999938964844,83.22000122070312,85.69999694824219,83.5,2532000.0,69.22356414794922
2014-02-04,84.16000366210938,82.33999633789062,84.0199966430664,83.5,1867300.0,69.22356414794922
2014-02-05,83.91000366210938,80.83999633789062,83.05000305175781,82.73999786376953,2264900.0,68.59349060058594
2014-02-06,83.91999816894531,82.87000274658203,83.33000183105469,83.3499984741211,1211400.0,69.09920501708984
2014-02-07,85.41000366210938,82.80000305175781,83.97000122070312,84.68000030517578,1926900.0,70.2018051147461
2014-02-10,85.38999938964844,83.58999633789062,84.4800033569336,84.69000244140625,1421200.0,70.21009063720703
2014-02-11,85.30000305175781,83.94999694824219,84.54000091552734,84.87000274658203,1278400.0,70.35932922363281
2014-02-12,86.80999755859375,84.91000366210938,85.0199966430664,86.06999969482422,1602700.0,71.35415649414062
2014-02-13,86.75,85.04000091552734,85.29000091552734,86.66999816894531,1453200.0,71.85157012939453
2014-02-14,87.19999694824219,85.83000183105469,87.08000183105469,86.70999908447266,1210900.0,71.88473510742188
2014-02-18,87.98999786376953,86.26000213623047,87.11000061035156,86.33999633789062,1413700.0,71.57798767089844
2014-02-19,86.79000091552734,85.27999877929688,85.93000030517578,85.44999694824219,1489900.0,70.84016418457031
2014-02-20,86.3499984741211,84.41000366210938,85.55000305175781,86.23999786376953,1641000.0,71.49506378173828
2014-02-21,88.16000366210938,86.5,86.56999969482422,88.01000213623047,2042500.0,72.96245574951172
2014-02-24,89.30999755859375,87.68000030517578,88.11000061035156,88.5999984741211,1780400.0,73.45158386230469
2014-02-25,89.0,87.45999908447266,88.5,87.79000091552734,1310700.0,72.78007507324219
2014-02-26,89.79000091552734,88.0,88.13999938964844,89.27999877929688,2267200.0,74.01532745361328
2014-02-27,89.19999694824219,87.52999877929688,88.9000015258789,88.41999816894531,1710500.0,73.3023681640625
2014-02-28,88.12999725341797,86.1500015258789,87.87999725341797,86.98999786376953,2704000.0,72.11687469482422
2014-03-03,88.43000030517578,85.47000122070312,86.26000213623047,87.9000015258789,1687500.0,72.87126159667969
2014-03-04,89.62000274658203,88.30999755859375,88.63999938964844,88.76000213623047,1619500.0,73.58423614501953
2014-03-05,88.95999908447266,88.05999755859375,88.63999938964844,88.33000183105469,1127200.0,73.22774505615234
2014-03-06,88.83999633789062,86.16999816894531,88.41999816894531,86.72000122070312,1902600.0,71.89300537109375
2014-03-07,87.31999969482422,83.9000015258789,87.31999969482422,84.25,2080500.0,69.84535217285156
2014-03-10,86.63999938964844,84.08999633789062,84.4800033569336,85.11000061035156,2213400.0,70.55828094482422
2014-03-11,85.72000122070312,82.9000015258789,85.2699966430664,83.20999908447266,1922600.0,68.98313903808594
2014-03-12,84.36000061035156,82.41999816894531,82.62000274658203,84.16000366210938,1310400.0,69.77072143554688
2014-03-13,85.0,83.41999816894531,84.44999694824219,84.20999908447266,2034700.0,69.81217193603516
2014-03-14,85.12000274658203,83.77999877929688,83.80999755859375,85.0199966430664,1685600.0,70.48368072509766
2014-03-17,85.98999786376953,84.30000305175781,85.3499984741211,85.13999938964844,2870600.0,70.5831527709961
2014-03-18,86.44999694824219,84.51000213623047,85.08999633789062,86.31999969482422,1336400.0,71.56140899658203
2014-03-19,86.30000305175781,84.95999908447266,86.23999786376953,85.87000274658203,1766400.0,71.18834686279297
2014-03-20,88.1500015258789,85.19000244140625,85.66000366210938,87.98999786376953,1978200.0,72.94588470458984
2014-03-21,89.19999694824219,87.66999816894531,88.94000244140625,88.62000274658203,3212400.0,73.46817779541016
2014-03-24,88.9000015258789,86.69999694824219,88.12999725341797,87.9800033569336,2321000.0,72.93759155273438
2014-03-25,90.33000183105469,87.73999786376953,87.9800033569336,89.8499984741211,2059900.0,74.48785400390625
2014-03-26,91.0999984741211,89.29000091552734,90.26000213623047,89.33000183105469,2191200.0,74.30486297607422
2014-03-27,90.33000183105469,88.77999877929688,89.0199966430664,89.69999694824219,2045800.0,74.61262512207031
2014-03-28,90.93000030517578,88.97000122070312,89.8499984741211,89.41000366210938,1557700.0,74.37142181396484
2014-03-31,92.47000122070312,89.06999969482422,89.7300033569336,91.81999969482422,2582200.0,76.37606811523438
2014-04-01,93.9000015258789,92.08000183105469,92.55999755859375,93.54000091552734,2137800.0,77.80674743652344
2014-04-02,94.55000305175781,92.5,93.7300033569336,94.13999938964844,1746700.0,78.30586242675781
2014-04-03,94.55999755859375,93.05000305175781,93.63999938964844,93.45999908447266,1619600.0,77.7402114868164
2014-04-04,95.0,90.01000213623047,94.31999969482422,90.5,2527700.0,75.27808380126953
2014-04-07,91.75,88.87000274658203,90.38999938964844,89.5999984741211,2455600.0,74.52946472167969
2014-04-08,91.2699966430664,89.54000091552734,89.72000122070312,90.9800033569336,2071300.0,75.6773452758789
2014-04-09,91.5,89.06999969482422,90.94999694824219,91.25,1984200.0,75.90192413330078
