Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,157.11000061035156,155.11000061035156,156.52000427246094,156.02999877929688,407400.0,133.82415771484375
2014-01-03,158.55999755859375,156.2899932861328,156.2899932861328,156.89999389648438,442400.0,134.57032775878906
2014-01-06,157.6999969482422,154.3699951171875,157.3699951171875,154.4499969482422,594900.0,132.46897888183594
2014-01-07,156.16000366210938,154.4600067138672,154.91000366210938,154.5800018310547,664400.0,132.5804901123047
2014-01-08,157.61000061035156,153.4600067138672,155.5,157.60000610351562,813500.0,135.17068481445312
2014-01-09,159.36000061035156,156.5800018310547,158.0500030517578,159.00999450683594,788900.0,136.38003540039062
2014-01-10,160.00999450683594,156.2899932861328,159.91000366210938,156.63999938964844,852600.0,134.34735107421875
2014-01-13,156.5399932861328,152.7899932861328,156.2100067138672,153.5,696500.0,131.65419006347656
2014-01-14,155.3699951171875,153.3000030517578,153.55999755859375,155.25,1097500.0,133.1551513671875
2014-01-15,158.11000061035156,155.22000122070312,155.25,157.60000610351562,753100.0,135.17068481445312
2014-01-16,159.25999450683594,156.8000030517578,157.6199951171875,159.07000732421875,714600.0,136.43148803710938
2014-01-17,159.75,156.1999969482422,157.42999267578125,156.83999633789062,772900.0,134.5188751220703
2014-01-21,157.88999938964844,151.6199951171875,157.27999877929688,153.6999969482422,1072500.0,131.8257293701172
2014-01-22,153.72999572753906,150.16000366210938,153.72999572753906,150.97999572753906,1239600.0,129.4928436279297
2014-01-23,153.3800048828125,149.50999450683594,149.50999450683594,153.3300018310547,993600.0,131.50839233398438
2014-01-24,152.25999450683594,145.5,150.38999938964844,145.67999267578125,1330900.0,124.94712829589844
2014-01-27,147.60000610351562,141.8800048828125,147.60000610351562,142.49000549316406,1925800.0,122.21114349365234
2014-01-28,145.19000244140625,140.72999572753906,142.24000549316406,143.89999389648438,1642900.0,123.42044830322266
2014-01-29,144.4499969482422,140.97000122070312,142.7899932861328,141.6300048828125,1473000.0,121.47354125976562
2014-01-30,147.0,130.0500030517578,146.4499969482422,132.22000122070312,4738100.0,113.40271759033203
2014-01-31,136.32000732421875,130.32000732421875,131.0,133.3000030517578,3119400.0,114.32903289794922
2014-02-03,134.32000732421875,124.38999938964844,133.3000030517578,126.69000244140625,3605300.0,108.65975952148438
2014-02-04,130.97000122070312,127.58999633789062,128.27999877929688,130.60000610351562,2339300.0,112.0133056640625
2014-02-05,130.72999572753906,128.24000549316406,129.5399932861328,130.3800048828125,1876000.0,111.8246078491211
2014-02-06,133.6300048828125,130.52000427246094,130.7899932861328,133.60000610351562,1890900.0,114.5863265991211
2014-02-07,137.27000427246094,133.60000610351562,134.5399932861328,136.5500030517578,1958000.0,117.11647033691406
2014-02-10,138.82000732421875,135.72999572753906,136.5800018310547,136.58999633789062,1519900.0,117.1507797241211
2014-02-11,138.5399932861328,136.27999877929688,136.57000732421875,137.97000122070312,1507800.0,118.33441925048828
2014-02-12,139.82000732421875,136.58999633789062,138.6300048828125,137.92999267578125,1250100.0,118.30009460449219
2014-02-13,139.08999633789062,136.25999450683594,136.74000549316406,138.42999267578125,868300.0,118.72894287109375
